Name,Rating,Number of Reviews,Category,Address,Lat/Long,Price,lat,long
taco-bell-westerville,1.5,18,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '6140 Sunbury Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['6140 Sunbury Rd', 'Westerville, OH 43081']}","{'latitude': 40.0845, 'longitude': -82.8954}",$,40.0845,-82.8954
taco-bell-obetz-2,1,10,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '5101 Groveport Road', 'address2': '', 'address3': '', 'city': 'Obetz', 'zip_code': '43207', 'country': 'US', 'state': 'OH', 'display_address': ['5101 Groveport Road', 'Obetz, OH 43207']}","{'latitude': 39.86792, 'longitude': -82.934057}",$,39.86792,-82.934057
hot-head-burritos-pickerington,2.5,23,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '1111 Hill Rd N', 'address2': '', 'address3': '', 'city': 'Pickerington', 'zip_code': '43147', 'country': 'US', 'state': 'OH', 'display_address': ['1111 Hill Rd N', 'Pickerington, OH 43147']}","{'latitude': 39.911354, 'longitude': -82.780388}",$,39.911354,-82.780388
chipotle-mexican-grill-delaware,2,25,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1710 Columbus Pike', 'address2': 'Ste 220', 'address3': '', 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['1710 Columbus Pike', 'Ste 220', 'Delaware, OH 43015']}","{'latitude': 40.26793, 'longitude': -83.07124}",$,40.26793,-83.07124
chipotle-mexican-grill-hilliard,2.5,27,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '3670 Fishinger Blvd', 'address2': None, 'address3': None, 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['3670 Fishinger Blvd', 'Hilliard, OH 43026']}","{'latitude': 40.0296398409099, 'longitude': -83.1161498343924}",$,40.02963984,-83.11614983
chipotle-mexican-grill-dublin-3,3,18,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '6784 Perimeter Loop Rd', 'address2': 'Unit 10B', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6784 Perimeter Loop Rd', 'Unit 10B', 'Dublin, OH 43017']}","{'latitude': 40.102975666523, 'longitude': -83.1580676883459}",$,40.10297567,-83.15806769
chipotle-mexican-grill-bexley,2.5,33,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2484 E Main St', 'address2': '', 'address3': '', 'city': 'Bexley', 'zip_code': '43209', 'country': 'US', 'state': 'OH', 'display_address': ['2484 E Main St', 'Bexley, OH 43209']}","{'latitude': 39.9573783874512, 'longitude': -82.9323348999023}",$,39.95737839,-82.9323349
mi-fonda-cristo-rey-reynoldsburg,5,1,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '1909 Baltimore-reynoldsburg Rd', 'address2': '', 'address3': None, 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['1909 Baltimore-reynoldsburg Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9446092394384, 'longitude': -82.7967824060376}",No recorded price,39.94460924,-82.79678241
taco-bell-reynoldsburg-4,3,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '6325 E Main St', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['6325 E Main St', 'Reynoldsburg, OH 43068']}","{'latitude': 39.954695, 'longitude': -82.82828}",$,39.954695,-82.82828
chipotle-mexican-grill-reynoldsburg,3,22,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '7611 Farmsburg Dr', 'address2': None, 'address3': None, 'city': 'REYNOLDSBURG', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['7611 Farmsburg Dr', 'REYNOLDSBURG, OH 43068']}","{'latitude': 39.9410243, 'longitude': -82.7908931}",$,39.9410243,-82.7908931
taco-bell-dublin-2,2.5,18,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '4915 Tuttle Crossing Blvd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['4915 Tuttle Crossing Blvd', 'Dublin, OH 43017']}","{'latitude': 40.0765672278927, 'longitude': -83.1263664129891}",$,40.07656723,-83.12636641
taco-bell-gahanna-3,3.5,10,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '1330 Stoneridge Drive', 'address2': '', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['1330 Stoneridge Drive', 'Gahanna, OH 43230']}","{'latitude': 40.055055, 'longitude': -82.864233}",$,40.055055,-82.864233
taco-bell-reynoldsburg-3,2,7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'address1': '6320 Tussing Rd', 'address2': None, 'address3': None, 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['6320 Tussing Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.927089, 'longitude': -82.82914}",$,39.927089,-82.82914
taco-bell-hilliard-2,2.5,10,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '4652 Cemetery Rd', 'address2': None, 'address3': None, 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['4652 Cemetery Rd', 'Hilliard, OH 43026']}","{'latitude': 40.031834, 'longitude': -83.140143}",$,40.031834,-83.140143
taco-bell-new-albany-6,2.5,12,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '6479 Central College Rd', 'address2': '', 'address3': '', 'city': 'New Albany', 'zip_code': '43054', 'country': 'US', 'state': 'OH', 'display_address': ['6479 Central College Rd', 'New Albany, OH 43054']}","{'latitude': 40.0977353962742, 'longitude': -82.8163679490735}",$,40.0977354,-82.81636795
chipotle-mexican-grill-gahanna,2.5,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '95 N Hamilton Rd', 'address2': '', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['95 N Hamilton Rd', 'Gahanna, OH 43230']}","{'latitude': 40.0197102, 'longitude': -82.8666149}",$,40.0197102,-82.8666149
taco-bell-london-11,1,3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '775 US Highway 42 NE', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': '43140', 'country': 'US', 'state': 'OH', 'display_address': ['775 US Highway 42 NE', 'London, OH 43140']}","{'latitude': 39.956, 'longitude': -83.374666}",$,39.956,-83.374666
taco-bell-hilliard,2,9,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1680 Hilliard Rome Rd', 'address2': '', 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['1680 Hilliard Rome Rd', 'Hilliard, OH 43026']}","{'latitude': 39.9811, 'longitude': -83.1507}",$,39.9811,-83.1507
chipotle-mexican-grill-westerville,3,17,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '63 Maxtown Rd', 'address2': None, 'address3': None, 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['63 Maxtown Rd', 'Westerville, OH 43081']}","{'latitude': 40.1465051, 'longitude': -82.92215}",$,40.1465051,-82.92215
la-vaquera-mexican-restaurant-dublin,2.5,2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '9215 Dublin Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43016', 'country': 'US', 'state': 'OH', 'display_address': ['9215 Dublin Rd', 'Dublin, OH 43016']}","{'latitude': 40.156379699707, 'longitude': -83.1336822509766}",No recorded price,40.1563797,-83.13368225
taco-bell-grove-city-3,3,4,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '2787 London Groveport Rd', 'address2': None, 'address3': None, 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['2787 London Groveport Rd', 'Grove City, OH 43123']}","{'latitude': 39.839323, 'longitude': -83.079495}",$,39.839323,-83.079495
taco-bell-grove-city-2,1.5,7,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2408 Stringtown Rd', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['2408 Stringtown Rd', 'Grove City, OH 43123']}","{'latitude': 39.88141, 'longitude': -83.06752}",$,39.88141,-83.06752
taco-bell-canal-winchester,2,9,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'address1': '6075 Gender Road', 'address2': '', 'address3': '', 'city': 'Canal Winchester', 'zip_code': '43110', 'country': 'US', 'state': 'OH', 'display_address': ['6075 Gender Road', 'Canal Winchester, OH 43110']}","{'latitude': 39.857155134721, 'longitude': -82.8296417234542}",$,39.85715513,-82.82964172
taco-bell-gahanna,2.5,11,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '294 S. Hamilton Road', 'address2': '', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['294 S. Hamilton Road', 'Gahanna, OH 43230']}","{'latitude': 40.012188, 'longitude': -82.867307}",$,40.012188,-82.867307
el-vaquero-delaware,4,5,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '33 Wootring St', 'address2': None, 'address3': None, 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['33 Wootring St', 'Delaware, OH 43015']}","{'latitude': 40.2898903, 'longitude': -83.0670471}",$,40.2898903,-83.0670471
fiesta-tropicana-lancaster,4,45,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '1236 N Memorial Dr', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '43130', 'country': 'US', 'state': 'OH', 'display_address': ['1236 N Memorial Dr', 'Lancaster, OH 43130']}","{'latitude': 39.72853, 'longitude': -82.6102}",$$,39.72853,-82.6102
fiesta-grande-marysville-2,3.5,18,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '109 N Main St', 'address2': '', 'address3': '', 'city': 'Marysville', 'zip_code': '43040', 'country': 'US', 'state': 'OH', 'display_address': ['109 N Main St', 'Marysville, OH 43040']}","{'latitude': 40.2365123, 'longitude': -83.3669507}",$$,40.2365123,-83.3669507
chipotle-mexican-grill-marysville,3,22,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1089 Delaware Ave', 'address2': '', 'address3': '', 'city': 'Marysville', 'zip_code': '43040', 'country': 'US', 'state': 'OH', 'display_address': ['1089 Delaware Ave', 'Marysville, OH 43040']}","{'latitude': 40.2368082, 'longitude': -83.3499923}",$,40.2368082,-83.3499923
taco-bell-westerville-3,2,8,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '26 E Schrock Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['26 E Schrock Rd', 'Westerville, OH 43081']}","{'latitude': 40.1100433196732, 'longitude': -82.9247411939513}",$,40.11004332,-82.92474119
chipotle-mexican-grill-powell,2.5,20,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '9733 Sawmill Pkwy', 'address2': 'Ste G', 'address3': None, 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['9733 Sawmill Pkwy', 'Ste G', 'Powell, OH 43065']}","{'latitude': 40.1565351787331, 'longitude': -83.0906101187801}",$,40.15653518,-83.09061012
taco-bell-sunbury-2,4,4,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '7255 State Route 37', 'address2': None, 'address3': None, 'city': 'Sunbury', 'zip_code': '43074', 'country': 'US', 'state': 'OH', 'display_address': ['7255 State Route 37', 'Sunbury, OH 43074']}","{'latitude': 40.266834, 'longitude': -82.932366}",No recorded price,40.266834,-82.932366
hot-head-burritos-pataskala-2,2,13,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '480 E Broad St', 'address2': '', 'address3': '', 'city': 'Pataskala', 'zip_code': '43062', 'country': 'US', 'state': 'OH', 'display_address': ['480 E Broad St', 'Pataskala, OH 43062']}","{'latitude': 40.0053177773952, 'longitude': -82.6620903611183}",$,40.00531778,-82.66209036
taco-bell-pickerington,2.5,3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]","{'address1': '1233 Hill Rd N', 'address2': '', 'address3': '', 'city': 'Pickerington', 'zip_code': '43147', 'country': 'US', 'state': 'OH', 'display_address': ['1233 Hill Rd N', 'Pickerington, OH 43147']}","{'latitude': 39.913406, 'longitude': -82.779874}",$,39.913406,-82.779874
taco-bell-delaware,2,12,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1167 Columbus Pike', 'address2': '', 'address3': '', 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['1167 Columbus Pike', 'Delaware, OH 43015']}","{'latitude': 40.27529, 'longitude': -83.07047}",$,40.27529,-83.07047
taco-bell-powell,2.5,6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '4072 W. Powell Road', 'address2': '', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['4072 W. Powell Road', 'Powell, OH 43065']}","{'latitude': 40.158769, 'longitude': -83.095805}",$,40.158769,-83.095805
taco-bell-pataskala-2,3,2,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '155 E. Broad Street', 'address2': None, 'address3': None, 'city': 'Pataskala', 'zip_code': '43062', 'country': 'US', 'state': 'OH', 'display_address': ['155 E. Broad Street', 'Pataskala, OH 43062']}","{'latitude': 40.003894, 'longitude': -82.669999}",$,40.003894,-82.669999
la-cascada-lancaster-2,2.5,21,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'address1': '1421 River Valley Blvd', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '43130', 'country': 'US', 'state': 'OH', 'display_address': ['1421 River Valley Blvd', 'Lancaster, OH 43130']}","{'latitude': 39.73257, 'longitude': -82.62355}",$$,39.73257,-82.62355
taco-bell-marysville-11,2,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '835 Delaware Ave', 'address2': '', 'address3': '', 'city': 'Marysville', 'zip_code': '43040', 'country': 'US', 'state': 'OH', 'display_address': ['835 Delaware Ave', 'Marysville, OH 43040']}","{'latitude': 40.236185, 'longitude': -83.355468}",$,40.236185,-83.355468
chipotle-mexican-grill-lancaster,3,11,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1608 N. Memorial Drive', 'address2': '', 'address3': '', 'city': 'Lancaster', 'zip_code': '43130', 'country': 'US', 'state': 'OH', 'display_address': ['1608 N. Memorial Drive', 'Lancaster, OH 43130']}","{'latitude': 39.7311786, 'longitude': -82.6140686}",$,39.7311786,-82.6140686
taco-bell-lancaster-15,2.5,3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2099 Schorrway Dr NW', 'address2': None, 'address3': None, 'city': 'Lancaster', 'zip_code': '43130', 'country': 'US', 'state': 'OH', 'display_address': ['2099 Schorrway Dr NW', 'Lancaster, OH 43130']}","{'latitude': 39.73368, 'longitude': -82.62246}",$,39.73368,-82.62246
little-lebanon-mediterranean-columbus,4.5,227,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'lebanese', 'title': 'Lebanese'}]","{'address1': '8495 Sancus Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['8495 Sancus Blvd', 'Columbus, OH 43240']}","{'latitude': 40.1373612, 'longitude': -82.9917211}",$$,40.1373612,-82.9917211
gyro-and-kabab-house-columbus,3.5,12,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'afghani', 'title': 'Afghan'}]","{'address1': '2831 Olentangy River Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43202', 'country': 'US', 'state': 'OH', 'display_address': ['2831 Olentangy River Rd', 'Columbus, OH 43202']}","{'latitude': 40.0190847, 'longitude': -83.0246071}",$$,40.0190847,-83.0246071
egyptian-festival-columbus,4,1,"[{'alias': 'festivals', 'title': 'Festivals'}, {'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'egyptian', 'title': 'Egyptian'}]","{'address1': '200 Old Village Rd', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['200 Old Village Rd', 'Columbus, OH 43228']}","{'latitude': 39.9564070247943, 'longitude': -83.1234809096893}",No recorded price,39.95640702,-83.12348091
shisha-lounge-columbus,3,30,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]","{'address1': '2369 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43202', 'country': 'US', 'state': 'OH', 'display_address': ['2369 N High St', 'Columbus, OH 43202']}","{'latitude': 40.01057, 'longitude': -83.01046}",$,40.01057,-83.01046
lazeeza-mediterranean-restaurant-and-cafe-columbus,3.5,3,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'address1': '5565 Cleveland Ave', 'address2': '', 'address3': 'Raintree Plaza', 'city': 'Columbus', 'zip_code': '43229', 'country': 'US', 'state': 'OH', 'display_address': ['5565 Cleveland Ave', 'Raintree Plaza', 'Columbus, OH 43229']}","{'latitude': 40.082763209939, 'longitude': -82.9513062536716}",$,40.08276321,-82.95130625
salam-market-and-bakery-columbus,3.5,6,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'address1': '5676 Emporium Sq', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43231', 'country': 'US', 'state': 'OH', 'display_address': ['5676 Emporium Sq', 'Columbus, OH 43231']}","{'latitude': 40.0856237858534, 'longitude': -82.9473741352558}",$,40.08562379,-82.94737414
bds-mongolian-grill-dublin,3.5,92,"[{'alias': 'mongolian', 'title': 'Mongolian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bars', 'title': 'Bars'}]","{'address1': '6242 Sawmill Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6242 Sawmill Rd', 'Dublin, OH 43017']}","{'latitude': 40.0925802209103, 'longitude': -83.090984707463}",$$,40.09258022,-83.09098471
pho-asian-noodle-house-and-grill-columbus,4,271,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '1288 W Lane Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43221', 'country': 'US', 'state': 'OH', 'display_address': ['1288 W Lane Ave', 'Columbus, OH 43221']}","{'latitude': 40.0072364401678, 'longitude': -83.045754960852}",$,40.00723644,-83.04575496
island-noodles-columbus,4.5,10,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['Columbus, OH 43215']}","{'latitude': 39.9602601, 'longitude': -83.0092803}",$,39.9602601,-83.0092803
oodles-noodles-and-dumpling-bar-columbus,3,72,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '765 Neil Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['765 Neil Ave', 'Columbus, OH 43215']}","{'latitude': 39.9765299, 'longitude': -83.01218}",$,39.9765299,-83.01218
noodles-and-company-columbus-5,3,28,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '2124 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43201', 'country': 'US', 'state': 'OH', 'display_address': ['2124 N High St', 'Columbus, OH 43201']}","{'latitude': 40.00568, 'longitude': -83.00885}",$,40.00568,-83.00885
noodles-and-company-columbus-7,3,32,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '5069 N Hamilton Rd', 'address2': None, 'address3': None, 'city': 'Columbus', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['5069 N Hamilton Rd', 'Columbus, OH 43230']}","{'latitude': 40.059714987874, 'longitude': -82.8634471446276}",$,40.05971499,-82.86344714
noodles-and-company-columbus-11,3.5,42,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '1528 Gemini Pl', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['1528 Gemini Pl', 'Columbus, OH 43240']}","{'latitude': 40.1488920049571, 'longitude': -82.9771161079407}",$,40.148892,-82.97711611
noodles-and-company-columbus-4,3.5,28,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]","{'address1': '5032 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['5032 N High St', 'Columbus, OH 43214']}","{'latitude': 40.066068, 'longitude': -83.018149}",$$,40.066068,-83.018149
noodles-and-company-columbus-2,3.5,42,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '1390 W 5th Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43212', 'country': 'US', 'state': 'OH', 'display_address': ['1390 W 5th Ave', 'Columbus, OH 43212']}","{'latitude': 39.9890199, 'longitude': -83.04337}",$,39.9890199,-83.04337
pholicious-rice-noodle-soup-dublin,4,11,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '5043 Tuttle Crossing Blvd', 'address2': '', 'address3': None, 'city': 'Dublin', 'zip_code': '43016', 'country': 'US', 'state': 'OH', 'display_address': ['5043 Tuttle Crossing Blvd', 'Dublin, OH 43016']}","{'latitude': 40.0726566257706, 'longitude': -83.1308948993683}",$,40.07265663,-83.1308949
noodles-and-company-dublin,3.5,34,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '6104 Parkcenter Cir', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6104 Parkcenter Cir', 'Dublin, OH 43017']}","{'latitude': 40.07741, 'longitude': -83.13191}",$,40.07741,-83.13191
noodles-and-company-reynoldsburg,3.5,37,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '2166 Baltimore-Reynoldsburg Rd', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['2166 Baltimore-Reynoldsburg Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.94022, 'longitude': -82.79112}",$,39.94022,-82.79112
noodles-and-company-westerville,3,18,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '630 N State St', 'address2': None, 'address3': None, 'city': 'Westerville', 'zip_code': '43082', 'country': 'US', 'state': 'OH', 'display_address': ['630 N State St', 'Westerville, OH 43082']}","{'latitude': 40.142846280251, 'longitude': -82.9257813040521}",$,40.14284628,-82.9257813
noodles-and-company-upper-arlington,3.5,27,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '4740 Reed Rd', 'address2': '', 'address3': None, 'city': 'Upper Arlington', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['4740 Reed Rd', 'Upper Arlington, OH 43220']}","{'latitude': 40.05301, 'longitude': -83.06643}",$,40.05301,-83.06643
noodles-and-company-powell,3,13,"[{'alias': 'noodles', 'title': 'Noodles'}]","{'address1': '9733 Sawmill Pkwy', 'address2': '', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['9733 Sawmill Pkwy', 'Powell, OH 43065']}","{'latitude': 40.156858155966, 'longitude': -83.0905254077357}",$,40.15685816,-83.09052541
forno-kitchen-bar-columbus-2,4,367,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'address1': '721 N High St', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['721 N High St', 'Columbus, OH 43215']}","{'latitude': 39.97699, 'longitude': -83.00366}",$$,39.97699,-83.00366
